street,city,size,furnishing,type,date,utilities,price,url
"Ganzevoortsingel,",Groningen,26 m²,unfurnished,Studio,From 1 Mar 2024,month,950,https://kamernet.nl/en/for-rent/studio-groningen/ganzevoortsingel/studio-2201219
"St.-Ludgerusstraat,",Utrecht,75 m²,unfurnished,Apartment,1 Apr 2024 - 1 Apr 2026,month,"1,300",https://kamernet.nl/en/for-rent/apartment-utrecht/st.-ludgerusstraat/apartment-2206449
"Ruysdaelkade,",Amsterdam,16 m²,furnished,Room,From 8 Apr 2024,month incl. utilities,"1,038",https://kamernet.nl/en/for-rent/room-amsterdam/ruysdaelkade/room-2206267
"Notenlaan,",Amstelveen,20 m²,furnished,Room,From 1 Jun 2024,month incl. utilities,795,https://kamernet.nl/en/for-rent/room-amstelveen/notenlaan/room-2205532
"Gildelaan,",Eindhoven,75 m²,furnished,Apartment,From 1 Apr 2024,month incl. utilities,"2,000",https://kamernet.nl/en/for-rent/apartment-eindhoven/gildelaan/apartment-2205670
"Spijkenissestraat,",Rotterdam,65 m²,furnished,Apartment,1 Mar - 31 Aug 2024,month,"1,100",https://kamernet.nl/en/for-rent/apartment-rotterdam/spijkenissestraat/apartment-2201354
"Velveweg,",Enschede,12 m²,unfurnished,Room,From 1 Mar 2024,month,368,https://kamernet.nl/en/for-rent/room-enschede/velveweg/room-2204851
"Presidentstraat,",Almere,12 m²,furnished,Room,From 31 Jul 2024,month incl. utilities,800,https://kamernet.nl/en/for-rent/room-almere/presidentstraat/room-2098922
"De Ruijterstraat,",Den Haag,50 m²,unfurnished,Room,From 1 Apr 2024,month incl. utilities,700,https://kamernet.nl/en/for-rent/room-den-haag/de-ruijterstraat/room-2207052
"Tulpenstraat,",Breda,21 m²,unfurnished,Room,From 1 Feb 2024,month incl. utilities,795,https://kamernet.nl/en/for-rent/room-breda/tulpenstraat/room-2199572
"Herman Colleniusstraat,",Groningen,120 m²,unfurnished,Apartment,From 18 Mar 2024,month,"3,000",https://kamernet.nl/en/for-rent/apartment-groningen/herman-colleniusstraat/apartment-2207045
"Bottelroosstraat,",Groningen,37 m²,furnished,Room,From 4 Mar 2024,month incl. utilities,675,https://kamernet.nl/en/for-rent/room-groningen/bottelroosstraat/room-2207038
"Admiraal de Ruyterweg,",Rotterdam,61 m²,furnished,Apartment,1 Apr 2024 - 1 Mar 2025,month,"1,800",https://kamernet.nl/en/for-rent/apartment-rotterdam/admiraal-de-ruyterweg/apartment-2205700
"Kreekrugpad,",Delft,20 m²,unfurnished,Room,in a studenthouse,rom 2 Apr 2024,430,https://kamernet.nl/en/for-rent/room-delft/kreekrugpad/room-2206996
"Henri Jonasstraat,",Sittard,10 m²,furnished,Room,From 10 Feb 2024,month incl. utilities,525,https://kamernet.nl/en/for-rent/room-sittard/henri-jonasstraat/room-2202444
"Pleinweg,",Rotterdam,85 m²,furnished,Apartment,From 1 Jul 2024,month,"1,300",https://kamernet.nl/en/for-rent/apartment-rotterdam/pleinweg/apartment-2203695
"Graaf Balderikstraat,",Rotterdam,28 m²,unfurnished,Room,From 1 Apr 2024,month incl. utilities,"1,000",https://kamernet.nl/en/for-rent/room-rotterdam/graaf-balderikstraat/room-2207002
"Adelbert van Scharnlaan H,",Maastricht,10 m²,furnished,Room,From 15 Mar 2024,month incl. utilities,300,https://kamernet.nl/en/for-rent/room-maastricht/adelbert-van-scharnlaan-h/room-2203634
"Koemarkt,",Purmerend,8 m²,furnished,Room,From 16 Feb 2024,month incl. utilities,600,https://kamernet.nl/en/for-rent/room-purmerend/koemarkt/room-2203783
"Nicolaas Anslijnstraat,",Amsterdam,43 m²,furnished,Apartment,22 Mar - 7 Apr 2024,month incl. utilities,"1,500",https://kamernet.nl/en/for-rent/apartment-amsterdam/nicolaas-anslijnstraat/apartment-2206991
"Galjoenstraat,",Zaandam,16 m²,furnished,Room,in a studenthouse,rom 3 Mar 2024,800,https://kamernet.nl/en/for-rent/room-zaandam/galjoenstraat/room-2207096
"Stoofsteeg,",Gouda,58 m²,unfurnished,Apartment,From 1 Apr 2024,month,"1,325",https://kamernet.nl/en/for-rent/apartment-gouda/stoofsteeg/apartment-2207089
"Beeklaan,",Den Haag,17 m²,furnished,Studio,3 Mar 2024 - 1 Mar 2026,month,725,https://kamernet.nl/en/for-rent/studio-den-haag/beeklaan/studio-2207079
"Fuutlaan,",Eindhoven,16 m²,unfurnished,Room,From 16 Feb 2024,month incl. utilities,295,https://kamernet.nl/en/for-rent/room-eindhoven/fuutlaan/room-2203691
"Meidoornsingel,",Rotterdam,20 m²,furnished,Room,1 Sep 2024 - 1 Mar 2025,month incl. utilities,925,https://kamernet.nl/en/for-rent/room-rotterdam/meidoornsingel/room-2207055
"Boekhorstlaan,",Voorhout,20 m²,furnished,Studio,From 9 Mar 2024,month incl. utilities,800,https://kamernet.nl/en/for-rent/studio-voorhout/boekhorstlaan/studio-2207056
"Hert. Ottostraat,",Valkenswaard,14 m²,unfurnished,Room,14 Feb - 1 Aug 2024,month incl. utilities,800,https://kamernet.nl/en/for-rent/room-valkenswaard/hert.-ottostraat/room-2159396
"Jacques Perkstraat,",Eindhoven,25 m²,furnished,Room,From 1 Apr 2024,month incl. utilities,650,https://kamernet.nl/en/for-rent/room-eindhoven/jacques-perkstraat/room-2206911
"Stadhouderslaan,",Groningen,30 m²,unfurnished,Room,From 5 Mar 2024,month incl. utilities,590,https://kamernet.nl/en/for-rent/room-groningen/stadhouderslaan/room-2206773
"Broersvest,",Schiedam,40 m²,furnished,Room,8 Mar - 31 Aug 2024,month,"1,000",https://kamernet.nl/en/for-rent/room-schiedam/broersvest/room-2206633
"Ganzevoortsingel,",Groningen,26 m²,unfurnished,Studio,From 1 Mar 2024,month,950,https://kamernet.nl/en/for-rent/studio-groningen/ganzevoortsingel/studio-2201219
"St.-Ludgerusstraat,",Utrecht,75 m²,unfurnished,Apartment,1 Apr 2024 - 1 Apr 2026,month,"1,300",https://kamernet.nl/en/for-rent/apartment-utrecht/st.-ludgerusstraat/apartment-2206449
"Ruysdaelkade,",Amsterdam,16 m²,furnished,Room,From 8 Apr 2024,month incl. utilities,"1,038",https://kamernet.nl/en/for-rent/room-amsterdam/ruysdaelkade/room-2206267
"Notenlaan,",Amstelveen,20 m²,furnished,Room,From 1 Jun 2024,month incl. utilities,795,https://kamernet.nl/en/for-rent/room-amstelveen/notenlaan/room-2205532
"Gildelaan,",Eindhoven,75 m²,furnished,Apartment,From 1 Apr 2024,month incl. utilities,"2,000",https://kamernet.nl/en/for-rent/apartment-eindhoven/gildelaan/apartment-2205670
"Spijkenissestraat,",Rotterdam,65 m²,furnished,Apartment,1 Mar - 31 Aug 2024,month,"1,100",https://kamernet.nl/en/for-rent/apartment-rotterdam/spijkenissestraat/apartment-2201354
"Velveweg,",Enschede,12 m²,unfurnished,Room,From 1 Mar 2024,month,368,https://kamernet.nl/en/for-rent/room-enschede/velveweg/room-2204851
"Presidentstraat,",Almere,12 m²,furnished,Room,From 31 Jul 2024,month incl. utilities,800,https://kamernet.nl/en/for-rent/room-almere/presidentstraat/room-2098922
"De Ruijterstraat,",Den Haag,50 m²,unfurnished,Room,From 1 Apr 2024,month incl. utilities,700,https://kamernet.nl/en/for-rent/room-den-haag/de-ruijterstraat/room-2207052
"Tulpenstraat,",Breda,21 m²,unfurnished,Room,From 1 Feb 2024,month incl. utilities,795,https://kamernet.nl/en/for-rent/room-breda/tulpenstraat/room-2199572
"Herman Colleniusstraat,",Groningen,120 m²,unfurnished,Apartment,From 18 Mar 2024,month,"3,000",https://kamernet.nl/en/for-rent/apartment-groningen/herman-colleniusstraat/apartment-2207045
"Bottelroosstraat,",Groningen,37 m²,furnished,Room,From 4 Mar 2024,month incl. utilities,675,https://kamernet.nl/en/for-rent/room-groningen/bottelroosstraat/room-2207038
"Admiraal de Ruyterweg,",Rotterdam,61 m²,furnished,Apartment,1 Apr 2024 - 1 Mar 2025,month,"1,800",https://kamernet.nl/en/for-rent/apartment-rotterdam/admiraal-de-ruyterweg/apartment-2205700
"Kreekrugpad,",Delft,20 m²,unfurnished,Room,in a studenthouse,rom 2 Apr 2024,430,https://kamernet.nl/en/for-rent/room-delft/kreekrugpad/room-2206996
"Henri Jonasstraat,",Sittard,10 m²,furnished,Room,From 10 Feb 2024,month incl. utilities,525,https://kamernet.nl/en/for-rent/room-sittard/henri-jonasstraat/room-2202444
"Pleinweg,",Rotterdam,85 m²,furnished,Apartment,From 1 Jul 2024,month,"1,300",https://kamernet.nl/en/for-rent/apartment-rotterdam/pleinweg/apartment-2203695
"Graaf Balderikstraat,",Rotterdam,28 m²,unfurnished,Room,From 1 Apr 2024,month incl. utilities,"1,000",https://kamernet.nl/en/for-rent/room-rotterdam/graaf-balderikstraat/room-2207002
"Adelbert van Scharnlaan H,",Maastricht,10 m²,furnished,Room,From 15 Mar 2024,month incl. utilities,300,https://kamernet.nl/en/for-rent/room-maastricht/adelbert-van-scharnlaan-h/room-2203634
"Koemarkt,",Purmerend,8 m²,furnished,Room,From 16 Feb 2024,month incl. utilities,600,https://kamernet.nl/en/for-rent/room-purmerend/koemarkt/room-2203783
"Nicolaas Anslijnstraat,",Amsterdam,43 m²,furnished,Apartment,22 Mar - 7 Apr 2024,month incl. utilities,"1,500",https://kamernet.nl/en/for-rent/apartment-amsterdam/nicolaas-anslijnstraat/apartment-2206991
"Galjoenstraat,",Zaandam,16 m²,furnished,Room,in a studenthouse,rom 3 Mar 2024,800,https://kamernet.nl/en/for-rent/room-zaandam/galjoenstraat/room-2207096
"Stoofsteeg,",Gouda,58 m²,unfurnished,Apartment,From 1 Apr 2024,month,"1,325",https://kamernet.nl/en/for-rent/apartment-gouda/stoofsteeg/apartment-2207089
"Beeklaan,",Den Haag,17 m²,furnished,Studio,3 Mar 2024 - 1 Mar 2026,month,725,https://kamernet.nl/en/for-rent/studio-den-haag/beeklaan/studio-2207079
"Fuutlaan,",Eindhoven,16 m²,unfurnished,Room,From 16 Feb 2024,month incl. utilities,295,https://kamernet.nl/en/for-rent/room-eindhoven/fuutlaan/room-2203691
"Meidoornsingel,",Rotterdam,20 m²,furnished,Room,1 Sep 2024 - 1 Mar 2025,month incl. utilities,925,https://kamernet.nl/en/for-rent/room-rotterdam/meidoornsingel/room-2207055
"Boekhorstlaan,",Voorhout,20 m²,furnished,Studio,From 9 Mar 2024,month incl. utilities,800,https://kamernet.nl/en/for-rent/studio-voorhout/boekhorstlaan/studio-2207056
"Hert. Ottostraat,",Valkenswaard,14 m²,unfurnished,Room,14 Feb - 1 Aug 2024,month incl. utilities,800,https://kamernet.nl/en/for-rent/room-valkenswaard/hert.-ottostraat/room-2159396
"Jacques Perkstraat,",Eindhoven,25 m²,furnished,Room,From 1 Apr 2024,month incl. utilities,650,https://kamernet.nl/en/for-rent/room-eindhoven/jacques-perkstraat/room-2206911
"Stadhouderslaan,",Groningen,30 m²,unfurnished,Room,From 5 Mar 2024,month incl. utilities,590,https://kamernet.nl/en/for-rent/room-groningen/stadhouderslaan/room-2206773
"Broersvest,",Schiedam,40 m²,furnished,Room,8 Mar - 31 Aug 2024,month,"1,000",https://kamernet.nl/en/for-rent/room-schiedam/broersvest/room-2206633
"Ganzevoortsingel,",Groningen,26 m²,unfurnished,Studio,From 1 Mar 2024,month,950,https://kamernet.nl/en/for-rent/studio-groningen/ganzevoortsingel/studio-2201219
"St.-Ludgerusstraat,",Utrecht,75 m²,unfurnished,Apartment,1 Apr 2024 - 1 Apr 2026,month,"1,300",https://kamernet.nl/en/for-rent/apartment-utrecht/st.-ludgerusstraat/apartment-2206449
"Ruysdaelkade,",Amsterdam,16 m²,furnished,Room,From 8 Apr 2024,month incl. utilities,"1,038",https://kamernet.nl/en/for-rent/room-amsterdam/ruysdaelkade/room-2206267
"Notenlaan,",Amstelveen,20 m²,furnished,Room,From 1 Jun 2024,month incl. utilities,795,https://kamernet.nl/en/for-rent/room-amstelveen/notenlaan/room-2205532
"Gildelaan,",Eindhoven,75 m²,furnished,Apartment,From 1 Apr 2024,month incl. utilities,"2,000",https://kamernet.nl/en/for-rent/apartment-eindhoven/gildelaan/apartment-2205670
"Spijkenissestraat,",Rotterdam,65 m²,furnished,Apartment,1 Mar - 31 Aug 2024,month,"1,100",https://kamernet.nl/en/for-rent/apartment-rotterdam/spijkenissestraat/apartment-2201354
"Velveweg,",Enschede,12 m²,unfurnished,Room,From 1 Mar 2024,month,368,https://kamernet.nl/en/for-rent/room-enschede/velveweg/room-2204851
"Presidentstraat,",Almere,12 m²,furnished,Room,From 31 Jul 2024,month incl. utilities,800,https://kamernet.nl/en/for-rent/room-almere/presidentstraat/room-2098922
"De Ruijterstraat,",Den Haag,50 m²,unfurnished,Room,From 1 Apr 2024,month incl. utilities,700,https://kamernet.nl/en/for-rent/room-den-haag/de-ruijterstraat/room-2207052
"Tulpenstraat,",Breda,21 m²,unfurnished,Room,From 1 Feb 2024,month incl. utilities,795,https://kamernet.nl/en/for-rent/room-breda/tulpenstraat/room-2199572
"Herman Colleniusstraat,",Groningen,120 m²,unfurnished,Apartment,From 18 Mar 2024,month,"3,000",https://kamernet.nl/en/for-rent/apartment-groningen/herman-colleniusstraat/apartment-2207045
"Bottelroosstraat,",Groningen,37 m²,furnished,Room,From 4 Mar 2024,month incl. utilities,675,https://kamernet.nl/en/for-rent/room-groningen/bottelroosstraat/room-2207038
"Admiraal de Ruyterweg,",Rotterdam,61 m²,furnished,Apartment,1 Apr 2024 - 1 Mar 2025,month,"1,800",https://kamernet.nl/en/for-rent/apartment-rotterdam/admiraal-de-ruyterweg/apartment-2205700
"Kreekrugpad,",Delft,20 m²,unfurnished,Room,in a studenthouse,rom 2 Apr 2024,430,https://kamernet.nl/en/for-rent/room-delft/kreekrugpad/room-2206996
"Henri Jonasstraat,",Sittard,10 m²,furnished,Room,From 10 Feb 2024,month incl. utilities,525,https://kamernet.nl/en/for-rent/room-sittard/henri-jonasstraat/room-2202444
"Pleinweg,",Rotterdam,85 m²,furnished,Apartment,From 1 Jul 2024,month,"1,300",https://kamernet.nl/en/for-rent/apartment-rotterdam/pleinweg/apartment-2203695
"Graaf Balderikstraat,",Rotterdam,28 m²,unfurnished,Room,From 1 Apr 2024,month incl. utilities,"1,000",https://kamernet.nl/en/for-rent/room-rotterdam/graaf-balderikstraat/room-2207002
"Adelbert van Scharnlaan H,",Maastricht,10 m²,furnished,Room,From 15 Mar 2024,month incl. utilities,300,https://kamernet.nl/en/for-rent/room-maastricht/adelbert-van-scharnlaan-h/room-2203634
"Koemarkt,",Purmerend,8 m²,furnished,Room,From 16 Feb 2024,month incl. utilities,600,https://kamernet.nl/en/for-rent/room-purmerend/koemarkt/room-2203783
"Nicolaas Anslijnstraat,",Amsterdam,43 m²,furnished,Apartment,22 Mar - 7 Apr 2024,month incl. utilities,"1,500",https://kamernet.nl/en/for-rent/apartment-amsterdam/nicolaas-anslijnstraat/apartment-2206991
"Galjoenstraat,",Zaandam,16 m²,furnished,Room,in a studenthouse,rom 3 Mar 2024,800,https://kamernet.nl/en/for-rent/room-zaandam/galjoenstraat/room-2207096
"Stoofsteeg,",Gouda,58 m²,unfurnished,Apartment,From 1 Apr 2024,month,"1,325",https://kamernet.nl/en/for-rent/apartment-gouda/stoofsteeg/apartment-2207089
"Beeklaan,",Den Haag,17 m²,furnished,Studio,3 Mar 2024 - 1 Mar 2026,month,725,https://kamernet.nl/en/for-rent/studio-den-haag/beeklaan/studio-2207079
"Fuutlaan,",Eindhoven,16 m²,unfurnished,Room,From 16 Feb 2024,month incl. utilities,295,https://kamernet.nl/en/for-rent/room-eindhoven/fuutlaan/room-2203691
"Meidoornsingel,",Rotterdam,20 m²,furnished,Room,1 Sep 2024 - 1 Mar 2025,month incl. utilities,925,https://kamernet.nl/en/for-rent/room-rotterdam/meidoornsingel/room-2207055
"Boekhorstlaan,",Voorhout,20 m²,furnished,Studio,From 9 Mar 2024,month incl. utilities,800,https://kamernet.nl/en/for-rent/studio-voorhout/boekhorstlaan/studio-2207056
"Hert. Ottostraat,",Valkenswaard,14 m²,unfurnished,Room,14 Feb - 1 Aug 2024,month incl. utilities,800,https://kamernet.nl/en/for-rent/room-valkenswaard/hert.-ottostraat/room-2159396
"Jacques Perkstraat,",Eindhoven,25 m²,furnished,Room,From 1 Apr 2024,month incl. utilities,650,https://kamernet.nl/en/for-rent/room-eindhoven/jacques-perkstraat/room-2206911
"Stadhouderslaan,",Groningen,30 m²,unfurnished,Room,From 5 Mar 2024,month incl. utilities,590,https://kamernet.nl/en/for-rent/room-groningen/stadhouderslaan/room-2206773
"Broersvest,",Schiedam,40 m²,furnished,Room,8 Mar - 31 Aug 2024,month,"1,000",https://kamernet.nl/en/for-rent/room-schiedam/broersvest/room-2206633
"Ganzevoortsingel,",Groningen,26 m²,unfurnished,Studio,From 1 Mar 2024,month,950,https://kamernet.nl/en/for-rent/studio-groningen/ganzevoortsingel/studio-2201219
"St.-Ludgerusstraat,",Utrecht,75 m²,unfurnished,Apartment,1 Apr 2024 - 1 Apr 2026,month,"1,300",https://kamernet.nl/en/for-rent/apartment-utrecht/st.-ludgerusstraat/apartment-2206449
"Ruysdaelkade,",Amsterdam,16 m²,furnished,Room,From 8 Apr 2024,month incl. utilities,"1,038",https://kamernet.nl/en/for-rent/room-amsterdam/ruysdaelkade/room-2206267
"Notenlaan,",Amstelveen,20 m²,furnished,Room,From 1 Jun 2024,month incl. utilities,795,https://kamernet.nl/en/for-rent/room-amstelveen/notenlaan/room-2205532
"Gildelaan,",Eindhoven,75 m²,furnished,Apartment,From 1 Apr 2024,month incl. utilities,"2,000",https://kamernet.nl/en/for-rent/apartment-eindhoven/gildelaan/apartment-2205670
"Spijkenissestraat,",Rotterdam,65 m²,furnished,Apartment,1 Mar - 31 Aug 2024,month,"1,100",https://kamernet.nl/en/for-rent/apartment-rotterdam/spijkenissestraat/apartment-2201354
"Velveweg,",Enschede,12 m²,unfurnished,Room,From 1 Mar 2024,month,368,https://kamernet.nl/en/for-rent/room-enschede/velveweg/room-2204851
"Presidentstraat,",Almere,12 m²,furnished,Room,From 31 Jul 2024,month incl. utilities,800,https://kamernet.nl/en/for-rent/room-almere/presidentstraat/room-2098922
"De Ruijterstraat,",Den Haag,50 m²,unfurnished,Room,From 1 Apr 2024,month incl. utilities,700,https://kamernet.nl/en/for-rent/room-den-haag/de-ruijterstraat/room-2207052
"Tulpenstraat,",Breda,21 m²,unfurnished,Room,From 1 Feb 2024,month incl. utilities,795,https://kamernet.nl/en/for-rent/room-breda/tulpenstraat/room-2199572
"Herman Colleniusstraat,",Groningen,120 m²,unfurnished,Apartment,From 18 Mar 2024,month,"3,000",https://kamernet.nl/en/for-rent/apartment-groningen/herman-colleniusstraat/apartment-2207045
"Bottelroosstraat,",Groningen,37 m²,furnished,Room,From 4 Mar 2024,month incl. utilities,675,https://kamernet.nl/en/for-rent/room-groningen/bottelroosstraat/room-2207038
"Admiraal de Ruyterweg,",Rotterdam,61 m²,furnished,Apartment,1 Apr 2024 - 1 Mar 2025,month,"1,800",https://kamernet.nl/en/for-rent/apartment-rotterdam/admiraal-de-ruyterweg/apartment-2205700
"Kreekrugpad,",Delft,20 m²,unfurnished,Room,in a studenthouse,rom 2 Apr 2024,430,https://kamernet.nl/en/for-rent/room-delft/kreekrugpad/room-2206996
"Henri Jonasstraat,",Sittard,10 m²,furnished,Room,From 10 Feb 2024,month incl. utilities,525,https://kamernet.nl/en/for-rent/room-sittard/henri-jonasstraat/room-2202444
"Pleinweg,",Rotterdam,85 m²,furnished,Apartment,From 1 Jul 2024,month,"1,300",https://kamernet.nl/en/for-rent/apartment-rotterdam/pleinweg/apartment-2203695
"Graaf Balderikstraat,",Rotterdam,28 m²,unfurnished,Room,From 1 Apr 2024,month incl. utilities,"1,000",https://kamernet.nl/en/for-rent/room-rotterdam/graaf-balderikstraat/room-2207002
"Adelbert van Scharnlaan H,",Maastricht,10 m²,furnished,Room,From 15 Mar 2024,month incl. utilities,300,https://kamernet.nl/en/for-rent/room-maastricht/adelbert-van-scharnlaan-h/room-2203634
"Koemarkt,",Purmerend,8 m²,furnished,Room,From 16 Feb 2024,month incl. utilities,600,https://kamernet.nl/en/for-rent/room-purmerend/koemarkt/room-2203783
"Nicolaas Anslijnstraat,",Amsterdam,43 m²,furnished,Apartment,22 Mar - 7 Apr 2024,month incl. utilities,"1,500",https://kamernet.nl/en/for-rent/apartment-amsterdam/nicolaas-anslijnstraat/apartment-2206991
"Galjoenstraat,",Zaandam,16 m²,furnished,Room,in a studenthouse,rom 3 Mar 2024,800,https://kamernet.nl/en/for-rent/room-zaandam/galjoenstraat/room-2207096
"Stoofsteeg,",Gouda,58 m²,unfurnished,Apartment,From 1 Apr 2024,month,"1,325",https://kamernet.nl/en/for-rent/apartment-gouda/stoofsteeg/apartment-2207089
"Beeklaan,",Den Haag,17 m²,furnished,Studio,3 Mar 2024 - 1 Mar 2026,month,725,https://kamernet.nl/en/for-rent/studio-den-haag/beeklaan/studio-2207079
"Fuutlaan,",Eindhoven,16 m²,unfurnished,Room,From 16 Feb 2024,month incl. utilities,295,https://kamernet.nl/en/for-rent/room-eindhoven/fuutlaan/room-2203691
"Meidoornsingel,",Rotterdam,20 m²,furnished,Room,1 Sep 2024 - 1 Mar 2025,month incl. utilities,925,https://kamernet.nl/en/for-rent/room-rotterdam/meidoornsingel/room-2207055
"Boekhorstlaan,",Voorhout,20 m²,furnished,Studio,From 9 Mar 2024,month incl. utilities,800,https://kamernet.nl/en/for-rent/studio-voorhout/boekhorstlaan/studio-2207056
"Hert. Ottostraat,",Valkenswaard,14 m²,unfurnished,Room,14 Feb - 1 Aug 2024,month incl. utilities,800,https://kamernet.nl/en/for-rent/room-valkenswaard/hert.-ottostraat/room-2159396
"Jacques Perkstraat,",Eindhoven,25 m²,furnished,Room,From 1 Apr 2024,month incl. utilities,650,https://kamernet.nl/en/for-rent/room-eindhoven/jacques-perkstraat/room-2206911
